Time, s;T;KU1 (ТК вкл);KU10 (not used);KU11 (not used);KU12 (not used);KU13 (not used);KU14 (not used);KU15 (not used);KU16 (not used);KU2 (ТК откл);KU3 (МРК вкл);KU4 (МРК откл);KU5 (ПК1 вкл);KU6 (ПК2 вкл);KU7 (Откл);KU8 (not used);KU9 (not used)
0.754;100.000
