Time, s;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;KU1;KU10;KU11;KU12;KU13;KU14;KU15;KU16;KU2;KU3;KU4;KU5;KU6;KU7;KU8;KU9;T
0.802;100.000
